Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
warner-bros-tom-jerry-2-in-1-puzzle-and-card-game,"Warner Bros Tom & Jerry 2-in-1 Puzzle and Card Game","Packaging dimensions: 27 x 27 x 7 cms
Age group: Adventurers 5-7 Years
Brand: Warner Bros Tom &amp; Jerry
Weight: 0.65 kgs
Cautions: Not suitable for children under 3 years due to small parts. Choking hazard.


Endless hours of creativity and mind puzzle. A memory skills and combination ability booster with memo cards and puzzle.
Contents 100 piece Puzzle 40 Memory Cards",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,57.00,55.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816446900018642.jpg?v=1581621373
warner-bros-tom-jerry-snakes-ladders-fun-board-game,"Warner Bros Tom & Jerry Snakes & Ladders Fun Board Game","Weight: 0.52kgs
Packaging Dimensions: 27 x 27 x 5cms
Brand: Warner Bros Tom &amp; Jerry
Age Group: Adventurers 5-7 Years
Gender: Unisex
Color: Multi
Cautions: Not suitable for children under 3 years due to small parts. Choking hazard.





A game of surprises for children and the whole family. You'll find many shortcuts, but the road is also treacherous! Only great fun is guaranteed!
  Contents Board, 4 Pawns with Tom &amp; Jerry, 4 Pawn Bases, Dice, Instruction sheet",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,70.00,66.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816272120148637.jpg?v=1581621398
warner-bros-batman-3d-board-game-adventure-in-gotham-city,"Warner Bros Batman 3D Board Game - Adventure in Gotham City","Weight: 0.58kg
Dimensions: 27 x 27 x 7 cms
Brand: Warner Bros Batman
Age Group: Adventurers 5-7 Years
Gender: Unisex
Colour: Multi
Not suitable for children under 3 years due to small parts. Choking hazard.


Collect gadgets and take out the villains! Help Batman get on the skyscraper by collecting gadgets and taking out the villains with Robin's help!  Contents: 3D Board, 44 Tokens, Spinner, 4 Villain Cards, Dice, 1 Instruction sheet",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,95.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816126189698644.jpg?v=1581621431
educa-baby-identic-memory-game,"Educa Baby Identic Memory Game 16 Cards","A memory and experimental game.
FEATURES

Contains 16 plastic cards to form 8 pairs
Children then pick up a card, turn it over and look at the image
They then have to try to find the same image by lifting another card and matching the two


PRODUCT DIMENSIONS
L 25cm x W 24.8cm x H 5.8cm",FGI,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,72.45,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15223151458783181vY-4X5zjL._SL1181.jpg?v=1581621465
educa-disney-frozen-puzzle-2x48-pcs,"Educa Disney Frozen Puzzle 2x48 pcs","Dimensions: 31.5 x 21.5 x 4.5 cm






Mickey and Donald, your life-long friends. A complete collection of the latest films. Classic movies renewed: Snow White, Bambi... A wide collection for all ages. More fun, better quality, more variety.",FGI,"Apparel & Accessories > Clothing",Puzzles,true,,,,,continue,47.25,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15153501606416316852_01_med.jpg?v=1581621533
ravensburger-make-n-break-builder-game,"Ravensburger Make 'n' Break Builder Game","Suitable for 2-4 players
Suitable For Ages 8 and up
Includes high quality and colourful wooden blocks
Requires some balancing skills and a lot of luck
Size - 34 x 6 x 23 cm
Product Weight - 798 g





Description
Become a Master Builder!
Make n' Break is an exciting challenge for builders of all ages. You'll need a good eye and dexterous fingers, as you race to create as many wacky structures as you can. Some of the structures are very tricky and all of them are a ton of fun. Whether for little kids, bigger kids or giant kids in adult bodies, Ravensburger always delivers fun with a learning twist.
Roll the dice, set the timer and using the 10 colourful wooden blocks, race against the clock to build the most structures in the allotted time. As you try to replicate as many of the 60 structures on the challenge cards as you can in the time indicated by the dice, you will find some structures easier to build than others. The challenge cards vary in difficulty, and the structures on the higher scoring cards will take you longer to construct. But it is just the luck of the draw which challenge cards you will be faced with. Be careful not to knock the incomplete structure over while your fingers race to build it, as you will just have to start again. Make 'n Break is the laugh-out-loud fun and exciting game for all the family. It is suitable for 2 – 4 players aged 8 and up, and is the perfect game to play when spending quality family time.
Contents: 1 timer, 10 building blocks, 80 building cards, 60 counters (values 1 and 10), 1 dice numbered 1, 2 and 3",Emsons/Spartan,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,175.00,137.81,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1473348656715774005556263448_BOX_frontal_Export_TYP_72_RGB.jpg?v=1581621594
ravensburger-b10-alien-duell-72-card-game,"Ravensburger B10: Alien Duell 72 Card Game","The world's most popular matching pairs game
Great for developing memory skills
Perfect for ages 4 and up
Collect the most pairs to win
Fun family game for 2 to 4 players





Description
This colourful game contains lots of different Ben 10 pictures on the 72 memory® cards. Turn them face down - can you remember where the matching picture pairs are? Suitable for 2 or more players, ages 4+
Box Contains

72 picture cards

Easy to follow rules",Emsons/Spartan,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,65.00,51.19,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15002817111971051cuX5GWRYL.jpg?v=1581543121
warner-bros-looney-tunes-active-racing-board-game,"Warner Bros Looney Tunes Active Racing Board Game","Packing Dimensions: 27 x 27 x 5 cms
Brand: Warner Bros Looney Tunes
Age Group: Adventurers 5-7 Years
Gender: Unisex
Color: Multi
Cautions: Not suitable for children under 3 years due to small parts. Choking hazard.
Weight: 0.38kgs





Description
A great game for children and the whole family. Be the first one to gather all your pawns home and win the game! But be careful of your opponents. Luck, speed and strategy will determine the winner.  Contents Board, 16 Pawns, 16 Pawn Bases, Dice, Instruction sheet",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,57.00,55.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816211904638636.jpg?v=1581621752
warner-bros-looney-tunes-active-sports-fun-action-board-game,"Warner Bros Looney Tunes Active Sports Fun & Action Board Game","A great game for children and the whole family with the famous looney tunes characters. Be the fastest to slap hard on the sports, and win the game.


  Contents 

 Board 25 Trophy
Tokens
1 Dice
Instruction sheet.",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,33.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816308473168638.jpg?v=1581621775
fitra-toys-islamic-memory-game,"Fitra Toys - Islamic Memory Game","Dimensions: 21.6 x 4.5 x 21.4 cm
Age: Suitable for ages 3+ Years
Gender: Unisex





Description
CORE RELIGIOUS EDUCATION Collection, MEMORY CARDS GAME
A game where LABIB and LABIBA learn the 5 Pillars of Islam and the 6 Pillars of Imam.
This educational memory game takes the children through two distinct phases in the process of learning the fundamentals of the
Ibadat and Akida :
1-First, the child personalize the playing cards which helps with the learning process
2-Second he can play the Memory game, by recalling and matching the cards.
The memory game comes with a teaching guide for adults !
The Pack Contains :  6 Pillars of Imam cards and 5 Pillars of Islam cards",FGI,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,51.45,50.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/152538582616996LLMG301-MEMORY-GAME.jpg?v=1581541821
warner-bros-looney-tunes-active-4-in-1-card-games,"Warner Bros Looney Tunes Active 4-in-1 Card Games","Endless hours of creativity and mind puzzle. A memory skills and combination ability booster with memo cards, puzzle, domino cards and connect cards.


  Contents:

 100 piece Puzzle 
40 Memory Cards 
28 Domino Pieces 
20 Connect Cards",Childcare,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,88.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1498816342747468640.jpg?v=1581621843
ravensburger-la-cucaracha-loop-game,"Ravensburger La Cucaracha Loop Game","Age: 5+ Years
Players: 2 - 4
Box size: 43 x 30x 6cm





Description
Take care that the cockroach defends his reign! Beetles roll the die and acanzan by the board until the roach up by one of the loops and breaks into the partio like a bullet. Would you have thrown in your box? If you have not been lucky and you can go to the finish.",Emsons/Spartan,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,249.00,196.09,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1473403436762641107e5826b005056ae227b.jpg?v=1581543162
educa-disney-lion-guard-100-pieces-puzzle,"Educa Disney Lion Guard 100 Pieces Puzzle","Age: 6+ YearsDimensions: 28 x 1 x 20 cmProduct Weight: 159 gContents: 100 PiecesDescription Bigger pieces, more comfortable for a child to assemble. Images with strong, attractive colors and a gloss finishing for a more eye-catching puzzle. Attractive and deeper box with cute and attractive design. More stable on the shelf.",FGI,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,39.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/152231636266558913-U3TYLkL._SL1500.jpg?v=1581621886
educa-superpack-finding-dory-4-in-1-puzzle,"Educa Superpack Finding Dory 4 in 1 Puzzle","FeaturesGender: UnisexAge: 3+ YrsDescriptionA great box, full of fun for playing alone or with friends and family. 4 games in 1 : 2 puzzles, a memory game and an association game. Thrill and fun in every game. Very amusing and high quality illustrations.CONTENTS:2 puzzles of 25 pieces1 Identic Memo Game1 domino",FGI,"Apparel & Accessories > Clothing",Puzzles,true,,,,,continue,69.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15223153027392951cK5GcK5SL.jpg?v=1581621912
fiesta-crafts-fish-n-count-game,"Fiesta Crafts Fish N Count Game","When it comes to learning to count, and improving coordination and memory skills, making it fun and engaging can really help a child to develop more quickly and with a greater level of confidence. The Fish and Count game with 'Magical' sticky rods has been designed to do just that  its a game with an educational message at its heart that will have children learning to count while immersed in the world of play. Players use fishing rods to fish ducks out of a pond, adding numbers on yellow ducks and subtracting numbers on green ones in order to be the first one to reach their target number. A truly fun and interactive way to encourage counting and numerical development. To make it much more fun and exciting, theres peril in this adding adventure  crocodiles are lurking in the waters and will do all they can to stop players reaching the end. Get caught and youre back to the start! With varying levels of difficulty, this game is great for children who are new to counting or looking to improve on what theyve already learnt. 'Magical' glue-free pads mean theres no glue and no residue, while a simple wipe with a damp cloth will restore stickiness when needed. Fish N Count race comes complete with fabric playing pond, lily pad game board, 2 counting boards, 2 wooden fishing rods with magical glue-free sticky pick-up pads, 36 counting ducks and crocodiles, a target ring, 4 games marker stars, 2 playing tokens and an instruction sheet.


Gender: Unisex
Age: 3+ Yrs
Product Length Dimensions: 32 x 21 cm",FGI,"Apparel & Accessories > Clothing","Board & Card Games",true,,,,,continue,121.80,119.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Fiesta_Crafts_Fish_n_Count_Race_Multi-Colour_T-2812.jpg?v=1581621941
salman-khan-silver-plated-with-turquoise-stone-chain-bracelet,"Salman Khan Silver Plated with Turquoise Stone Chain Bracelet","Men
Brass
Crystal
Silver Plated
Casual
Weight: 100gms
Ships in a box






Superstar Ocean Blue Heritage
Perfect Gift For Guys For Bday or Special Occasion
Worn by Actor Salman Khan","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,100.00,50.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149711332593404SJ_3009--1.jpg?v=1581543294
elegant-metallic-cuff-bracelet-with-striking-center-stone,"Elegant Metallic Cuff Bracelet With Striking Center Stone","Gold Plated
Turquoise Stone
Casual
Shipped in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Chic And Elegant For The Modern Woman","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,80.00,50.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149711270319181SJ_3006--1.jpg?v=1581622097
24k-gold-plating-elegant-cuff-bracelet,"24k Gold Plating Elegant Cuff Bracelet","Women
Brass
Bracelets
No Stone
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
Chic &amp; Elegant
	 
	Look Statement piece","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149711297122296SJ_3007--1.jpg?v=1581622199
gold-plated-bracelet-5mm,"Gold Plated Bracelet 5mm","Men
Brass
Bracelets
No Stone
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
5mm Thickness
	 
	
Made in Korea and guaranteed premium quality plating/polish 
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149727003929711SJ_3019--1---1.jpg?v=1581622301
rose-gold-plated-pearl-clustered-bracelet-9-inches,"Rose Gold Plated Pearl Clustered Bracelet 9 Inches","Women
Brass
Bracelets
Crystal
Rose Gold Plated
Party
Ships in a box





Description


9 Inch Fashionable Party Bracelet  

Made with Light Gold Pearl Make A Style Statement Everywhere  

Design Inspired From Hollywood, New York And European Jewellery  
Ideal To Wear To Work, Parties And Brunch","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734436093270SJ_3041--1.jpg?v=1581622405
silver-plated-bracelet-7mm,"Silver Plated Bracelet 7mm","Men
Brass
Bracelets
No Stone
Silver Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
7mm Thickness
	 
	
Made in Korea and guaranteed premium quality plating/polish
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149730132842767SJ_3024--1.jpg?v=1581622478
zirconia-tennis-bracelet,"Zirconia Tennis Bracelet","Quality Zircons
Classic Design
Adjustable clips


Classic adjustable tennis bracelet in top qualiy zirconia. Best for gifting your loved ones.","Shimmer Kreations","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,200.00,90.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151803914082688WhatsApp-Image-2018-02-08-at-01.14.18--2.jpg?v=1581622572
silver-plated-bangle,"Silver Plated Bangle","Women
Brass
Bracelets
No Stone
Silver Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
8mm Thickness 925
	 
	
Sterling Silver Look
	 
	
Just Like Imported Quality
	 
	
Dashing And Stylish Look
	 
	Fine Quality Mens Accessories","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149730284376008SJ_3030--1.jpg?v=1581622624
silver-plated-infinity-bracelet,"Silver Plated Infinity Bracelet","Women
Brass
Bracelets
No Stone
Silver Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
World class imported quality
	 
	
Bracelet Ideal to gift all your loved and dear ones
	 
	
Make a statement whenever you wear it
	 
	
Unique design and great styling
	 
	
Ideal for all girls and women
	 
	One of the best selling designs in the world","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734520766594SJ_3044--2.jpg?v=1581622689
gold-plated-infinity-bracelet,"Gold Plated Infinity Bracelet","Women
Brass
Bracelets
No Stone
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
World class imported quality Bracelet
	 
	
Ideal to gift all your loved and dear ones
	 
	
Make a statement whenever you wear it
	 
	
Unique design and great styling
	 
	
Ideal for all girls and women
	 
	One of the best selling designs in the world","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734544881562SJ_3045--2.jpg?v=1581622775
silver-plated-pearl-clustered-bracelet-9-inches,"Silver Plated Pearl Clustered Bracelet 9 Inches","Women
Brass
Bracelets
Crystal
Silver Plated
Party
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
9 Inch Fashionable Party Bracelet
	 
	
Made with Lignt Gold Pearl 
	 
	
Make A Style Statement Everywhere
	 
	
Design Inspired From Hollywood, New York And European Jewellery
	 
	Ideal To Wear To Work, Parties And Brunch","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734474403374SJ_3042--1.jpg?v=1581624467
rose-gold-plated-bangle-with-baby-pink-stone,"Rose Gold Plated Bangle with Baby Pink Stone","Women
Brass
Bracelets
CZ
Rose Gold Plated
Party
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
Freesized Bracelet made with Pink crystals
	 
	
Delicate and Elegant look
	 
	
Looks stylish everytime
	 
	Clasic and Evergreen Look","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149730199759667SJ_3026--1.jpg?v=1581622914
silver-plated-bracelet-10mm,"Silver Plated Bracelet 10mm","Men
Brass
Bracelets
No Stone
Silver Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
10mm Thickness
	 
	
Imported quality and guaranteed premium quality plating/polish
	 
	
Perfect Hiphop and Gangster Look and Fashion
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734631052924SJ_3055--1.jpg?v=1581623001
gold-plated-bracelet-4mm,"Gold Plated Bracelet 4mm","Men
Brass
Bracelets
No Stone
Gold Plated
Casual
Ships in a box





Description


4mm Thickness  

Made in Korea and guaranteed premium quality plating/polish  

Inspired by New York Fashion and international style  
Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734588402126SJ_3054--1---1.jpg?v=1581623090
gold-plated-pearl-clustered-bracelet-9-inches,"Gold Plated Pearl Clustered Bracelet 9 Inches","Women
Bracelet
Crystal
Gold Plated
Party
Ships in a box





Description


9 Inch Fashionable Party Bracelet  

Made with Light Gold Pearl  

Make A Style Statement Everywhere   

Design Inspired From Hollywood, New York And European Jewellery  
Ideal To Wear To Work, Parties And Brunch","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149730320587526SJ_3040--1.jpg?v=1581623189
dreamcatcher-bracelet,"Dreamcatcher Bracelet","Women
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
Dreamcatcher: Favourite design worldwide for all women and girls
	 
	
Neat and Stylish design of Bracelet making it lightweight and durable
	 
	
Can be worn for long hours
	 
	
7 inches length
	 
	Worn by many celebrities making it the perfect thing to gift your special friend","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,70.00,50.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734498339050SJ_3043--2.jpg?v=1581623696
gold-plated-bracelet-7mm,"Gold Plated Bracelet 7mm","Men
Brass
Bracelets
No Stone
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
7mm Thickness
	 
	
Made in Korea and guaranteed premium quality plating/polish
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149727086454769SJ_3020--1---1.jpg?v=1581623780
silver-plated-bracelet-8mm,"Silver Plated Bracelet 8mm","Men
Brass
Bracelets
No Stone
Silver Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
8mm Thickness
	 
	
Made in Korea and guaranteed premium quality plating/polish
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149726975631444SJ_3018--1---1.jpg?v=1581623904
gold-plated-twisted-bracelet-6mm,"Gold Plated Twisted Bracelet 6mm","Women
Brass
Bracelet
No Stone
Gold Plated
Casual
Ships in a box                                     
                                    
                                                                                    
                            
                            
                                    Description
                                
	
6mm Thickness
	 
	
Imported quality and guaranteed premium quality plating/polish
	 
	
Perfect Hiphop and Gangster Look and Fashion 
	 
	
Inspired by New York Fashion and international style
	 
	Worn by Celebrities (Sachin Tendulkar, Bappi Lahiri, Rajnikanth)","Shining Jewels","Apparel & Accessories > Clothing",braceletsandbangles,true,,,,,continue,66.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/149734664228897SJ_3060--1.jpg?v=1581623996
hippopotamus-double-seater-rocker,"Hippopotamus Double Seater Rocker","Dimension - 108 x 38 x 43 CM
Fun, rocking action for up to 2 children at a time
Stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride
Perfect teeter-totter for indoor or outdoor use
May help little ones develop gross motor and interactive skills
Recommended Age : 2-6 years old                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Remember how you used to have so much fun on the teeter totter at your childhood playground? Now you can experience the same excitement with this classic  Teeter Totter.The adorable two and a half foot whale provides fun, rocking action for up to 2 children at a time. The stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride The perfect teeter totter for indoor or outdoor use May help develop gross motor and interactive skills. Cleans up easily with soap and water.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,110.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147927537131856SHA-15-067.jpg?v=1581542117
pony-double-seater-rocker,"Pony Double Seater Rocker","Dimension - 125 x 40 x 60 CM
Fun, rocking action for up to 2 children at a time
Stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride
Perfect teeter-totter for indoor or outdoor use
May help little ones develop gross motor and interactive skills
Recommended Age : 2-6 years old


Remember how you used to have so much fun on the teeter totter at your childhood playground? Now you can experience the same excitement with this classic  Teeter Totter.The adorable two and a half foot whale provides fun, rocking action for up to 2 children at a time. The stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride The perfect teeter totter for indoor or outdoor use May help develop gross motor and interactive skills. Cleans up easily with soap and water.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,110.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147927533115777SHA-15-064.jpg?v=1581543059
shark-double-seater-rocker,"Shark Double Seater Rocker","Dimensions - 146 x 43 x 40 CM
Recommended Age : 2-6 years old
Fun, rocking action for up to 2/3 children at a time
Stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride
Perfect teeter-totter for indoor or outdoor use
May help little ones develop gross motor and interactive skills                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Remember how you used to have so much fun on the teeter totter at your childhood playground? Now you can experience the same excitement with this classic  Teeter Totter.The adorable two and a half foot whale provides fun, rocking action for up to 2 children at a time. The stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride The perfect teeter totter for indoor or outdoor use May help develop gross motor and interactive skills. Cleans up easily with soap and water.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,90.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/152518173693799SHA-XRD-1B4678-small.jpg?v=1581543332
yellow-doggy-toddler-ride,"Yellow Doggy Toddler Ride","Dimension -  61 x 31 x 48 cm
Age : 3-8 years
Only for domestic use
To be used under the direct supervision of an adult                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Brilliantly fun, the Yellow Doggy Ride-on  is a fun four wheel riding toy design for 1-3 year olds. With a funky fun design and easy to ride design, this is sure to be one of the favourite toys in the house. Features easy-grip handles and raised seat into the opening of the mill and it will spin, as water releases out of the holes at the bottom of the tower.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,70.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147682530946528SHA-XRD-1B4703-new.jpg?v=1581543695
children-s-pony-ride-on,"Children's Pony Ride on","Dimension - 61 x 31 x 42 CM
The over-sized wheel provides added stability and includes a wheel guard for safety
This toddler riding toy can be used indoors or outdoors
Builds coordination, balance and large motor skills                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Kids will love this adorable riding toy. The friendly face makes kids happy and the foot-to-floor format makes it easy for children to scoot and ride. This toddler ride-on will help promote gross motor skills, active play and balance. Wide front wheel base to help with balance Controlled steering radius Can be used indoors or out. No assembly Required.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,70.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147927561833316SHA-XRD-C0558.jpg?v=1581624188
seal-double-seater-rocker,"Seal Double Seater Rocker","Dimension - 125 x 40 x 60 CM
Fun, rocking action for up to 2 children at a time
Stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride
Perfect teeter-totter for indoor or outdoor use
May help little ones develop gross motor and interactive skills
Recommended Age : 2-6 years old                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Remember how you used to have so much fun on the teeter totter at your childhood playground? Now you can experience the same excitement with this classic  Teeter Totter.The adorable two and a half foot whale provides fun, rocking action for up to 2 children at a time. The stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride The perfect teeter totter for indoor or outdoor use May help develop gross motor and interactive skills. Cleans up easily with soap and water.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,110.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147927522853366SHA-15-066.jpg?v=1581543328
crocodile-double-seater-rocker,"Crocodile Double Seater Rocker","Dimension - 115 x 45 x 47 CM
Fun, rocking action for up to 2 children at a time
Stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride
Perfect teeter-totter for indoor or outdoor use
May help little ones develop gross motor and interactive skills
Recommended Age : 2-6 years old                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Remember how you used to have so much fun on the teeter totter at your childhood playground? Now you can experience the same excitement with this classic  Teeter Totter.The adorable two and a half foot whale provides fun, rocking action for up to 2 children at a time. The stable base, comfortable seats and easy grip handles ensure a smooth and secure rocking ride The perfect teeter totter for indoor or outdoor use May help develop gross motor and interactive skills. Cleans up easily with soap and water.","Tejiy Toys","Apparel & Accessories > Clothing","Kids Rockers",true,,,,,continue,110.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147927540990767SHA-15-068.jpg?v=1581541553
