Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
belkin-ironman-kevlar-enforced-1-2-m-lightning-cable-black,"Belkin Ironman Kevlar Enforced 1.2 m Lightning Cable Black","Kevlar reinforced conductors provide added durability Double braided nylon forms flexible durable cable jacket Longer flexible strain relief absorbs stress from bending to prevent breakage Aluminum casing protects circuit board Flexible insulation reduces friction Supports optimal 12W and 2 point 4A charging",Shift,,,false,,,,,shopify,9,continue,49.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BKN-F8J207BT04-BLK-belkin_01cd6bec-dd10-4d28-ad63-466984c9edf5_1080x1080_pad_ffffff.jpg.jpg?v=1645796313
urbanista-berlin-bluetooth-earbuds-fluffy-cloud,"Urbanista Berlin Bluetooth Earbuds Fluffy Cloud","If you are looking for the best headphones for traveling, the Urbanista Berlin URB-1033908 Bluetooth Earbuds Headphones will make an ideal choice. It is perfectly compatible for use with most mobile devices and comes with inbuilt Bluetooth functionality for your convenience. Moreover, this headphone features soft silicon ear-buds that sit comfortably in your ear, for comfortable listening. It comes in an eye-catching blue Petroleum finish and features a flat cable, which prevents the tangling of wires, providing the ease of use. Key Features Type: In Ear Connectivity: Wireless Compatible With: All Noise Cancelling: No Color: Blue Petroleum",Shift,,,false,,,,,shopify,32,continue,149.00,30.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/URBANISTA_Berlin_Bluetooth_Earbuds_Fluffy_Cloud_1_5848d54b-12f0-45a4-8839-4ef63fe51993_1080x1080_pad_ffffff.jpg.jpg?v=1646434060
belkin-ironman-kevlar-enforced-1-2-m-lightning-cable-gold,"Belkin Ironman Kevlar Enforced 1.2 m Lightning Cable Gold","Kevlar reinforced conductors provide added durability Double braided nylon forms flexible durable cable jacket Longer flexible strain relief absorbs stress from bending to prevent breakage Aluminum casing protects circuit board Flexible insulation reduces friction Supports optimal 12W and 2 point 4A charging",Shift,,,false,,,,,shopify,5,continue,69.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Belkin_Ironman_Kevlar_Enforced_1.2_m_Lightning_Cable_Gold_11aaf40c-7d69-47e3-a231-d8d0491c3730_1080x1080_pad_ffffff.jpg.jpg?v=1645796321
scosche-headphone-aux-adapter-with-pass-through-for-power-for-apple-devices-black,"SCOSCHE Headphone AUX Adapter With Pass Through For Power For Apple Devices - Black","SCOSCHE Headphone AUX Adapter With Pass Through For Power For Apple Devices - Black LISTEN AND CHARGE SIMULTANEOUSLY: With Apple removing the headphone jack from the iPhone X, 8/8 Plus, 7/7 Plus, this adapter allows you to connect your iPhone to your favorite devices with a 3.5mm Aux-In adapter, like headphones, your car stereo, or portable speakers and recharge simultaneously ENHANCED AUDIO QUALITY: Direct connection from Lightning to USB delivers outstanding quality without any manipulation of the audio signal CONTROLS AT YOUR FINGERTIPS: Integrated control buttons allow you to play, pause, and adjust volume without unlocking your iPhone KEEP YOUR EXISTING HEADPHONES: The Lightning adaptor allows you to plug your existing headphones into your new iPhone. Also works with any device with an Aux-In port such as speakers, home stereo systems, car stereos and more INCLUDES MUSIC PLAYER APP: Download the optional free Scosche Player and Firmware Update App to ensure ongoing iOS compatibility. BUY WITH CONFIDENCE: Backed by Scosche’s Lifetime Tech Support and 3 Year Warranty",Shift,,,false,,,,,shopify,18,continue,189.00,99.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/71vjK0bqmRL._SX679_51c2b419-f0b5-42c9-9a9f-5708143d16b8_1080x1080_pad_ffffff.jpg.jpg?v=1647693191
jam-replay-wireless-speaker-red,"JAM Replay Wireless Speaker Red","Precision drivers for superior bass Speakerphone to instantly move between music and calls Voice Prompts for audible confirmation of all unit functions Provided with additional AUX in capabilities",Shift,,,false,,,,,shopify,3,continue,99.00,69.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/JAM-replay-red_02aba9ea-bd93-430f-9a01-ee27709d19cf_1080x1080_pad_ffffff.jpg.jpg?v=1645796389
happy-plugs-earbud-plus,"Happy Plugs Earbud Plus Black","We took the classic champion and made it an all star. Meet Earbud Plus, designed to fit the ear for an ultimate experience. True to our happy colorful identity the Earbud Plus comes in our complete range of colors and styles. Pick and choose your style to match fashion favorites in your closet and create the perfect outfit of the day. Providing the same great sound quality of Happy Plugs and combining the simplicity of an Earbud and the sound experience of an In-Ear, simply makes this headphone the best of two worlds. Mic & Remote High Quality Sound 3.5 MM Compatibility Sweat & Dust Resistant TECH SPECS 14.2 mm dynamic driver. Frequency Response 20 Hz - 20 kHz. Impedance 32. Sensitivity 101 dB. Maxi input power 5mW. Works with all phones & tablets. Premium sound. Control your calls & your music.",Shift,,,false,,,,,shopify,4,continue,68.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Happy_Plugs_Earbud_Plus_Black_bec33367-951b-4d6e-8b0c-ab32b751bbe6_1080x1080_pad_ffffff.png.jpg?v=1645796427
case-logic-14-laptop-sleeve,"CASE LOGIC 14"" Laptop Sleeve","The Case Logic 14 Laptop Sleeve is just what you need to keep your laptop in tiptop shape. Prevent scratches and bumps with this EVA foam padded case. At 6 ounces, this case is lightweight and yet durable enough to withstand time. It comes with a 25 year warranty which shows how durable it is meant to be. It features: quick top loading access through an envelope styled design, a slender profile that allows it to be put into another bag, a 10 millimeter thickness of padding to protect laptops up to 14 inches. A Case Logic 14 Laptop Sleeve is great insurance when it comes to protecting your favorite piece of equipment FEATURES: EVA Foam Imported Form-fitting sleeve ensures a precise fit for your laptop with a 14 inch display A seamless wrap of Impact Foam padding provides top to bottom protection Woven webbing along each side adds subtle texture to the otherwise clean design Quick top-loading access through envelope-style design, Slim-line design allows this case to be carried solo or fit in your favorite bag Fits devices 13.5 x 1.7 x 9.7 in",Shift,,,false,,,,,shopify,50,continue,95.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/271411_sized_544x500_rev_1_e484a3e9-3c46-4268-bd9d-b46c018c1126_1080x1080_pad_ffffff.jpg.jpg?v=1645796435
adonit-mini-4-fine-point-precision-stylus-orange,"Adonit Mini 4 Fine Point Precision Stylus Pen - Orange","SIMPLY ACCURATE Mini 4 is a precision disc stylus that writes exactly where you place it. See down to the point with the transparent disc NATURAL WRITING The new dampening tip is engineered into one piece for added stability while providing a natural pen and paper feel CLIP TO CARRY The laser cut clip is not only stylish but functional to take Mini 4 anywhere you go SPLIT BARREL DESIGN Untwist at the color seam to reveal the disc flip it around, and twist closed to securely attach COMPATIBILITY Mini 4 is compatible with all touchscreen devices",Shift,,,false,,,,,shopify,4,continue,89.00,75.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/51DPEMYEwlL._SL1500_ea73cff2-23e7-4676-b5cf-3a22a9c07925_1080x1080_pad_ffffff.jpg.jpg?v=1647691319
adonit-mini-4-fine-point-precision-stylus-olive-green,"Adonit Mini 4 Fine Point Precision Stylus Pen - Olive Green","SIMPLY ACCURATE Mini 4 is a precision disc stylus that writes exactly where you place it See down to the point with the transparent disc NATURAL WRITING The new dampening tip is engineered into one piece for added stability while providing a natural pen and paper feel CLIP TO CARRY The laser cut clip is not only stylish but functional to take Mini 4 anywhere you go SPLIT BARREL DESIGN Untwist at the color seam to reveal the disc flip it around, and twist closed to securely attach COMPATIBILITY Mini 4 is compatible with all touchscreen devices",Shift,,,false,,,,,shopify,5,continue,120.00,90.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/51YPji69Z-L._SL1500_1e8c7e37-3d72-40e4-9feb-67b56e5c9110_1080x1080_pad_ffffff.jpg.jpg?v=1647691262
adonit-mini-4-fine-point-precision-stylus-dark-gray,"Adonit Mini 4 Fine Point Precision Stylus - Dark Gray","SIMPLY ACCURATE Mini 4 is a precision disc stylus that writes exactly where you place it See down to the point with the transparent disc NATURAL WRITING The new dampening tip is engineered into one piece for added stability while providing a natural pen and paper feel CLIP TO CARRY The laser cut clip is not only stylish but functional to take Mini 4 anywhere you go SPLIT BARREL DESIGN Untwist at the color seam to reveal the disc flip it around and twist closed to securely attach COMPATIBILITY Mini 4 is compatible with all touchscreen devices.",Shift,,,false,,,,,shopify,228,continue,99.00,95.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/51hLGlRsvvL._SL1500_8a240c8c-222e-4bea-8b8e-46b89c63fe0e_1080x1080_pad_ffffff.jpg.jpg?v=1647691215
moshi-integra-usb-c-to-usb-c-charge-sync-cable-titanium-gray,"MOSHI Integra USB-C To USB-C Charge / Sync Cable - Titanium Gray","High-performance DuPont Kevlar spine exceeds 10,000 bend cycles (180-degree). Supports USB PD (power delivery) up to 100 W (20 V/5 A). Ballistic nylon braiding offers superior abrasion and tangle resistance. Aluminum housings with heavy-duty stress relief points. Supports USB 2.0 data transfer speed up to 480 Mbps. HandyStrap cable manager included.",Shift,,,false,,,,,shopify,23,continue,89.50,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MOSHIIntegraUSB-CToUSB-CCharge_66313574-165e-4f91-89be-95c6889ee51f_1080x1080_pad_ffffff.jpg.jpg?v=1645796500
buddyphones-explore-headphones-with-mic-green,"Buddyphones Explore Kids Safe Headphones with Mic - Green","BEST KIDS HEADPHONES FOR SAFE AUDIO: BuddyPhones were designed for safety, comfort, and fun. Comes with 6 sets of decorative vinyl stickers for personalization. Appropriate for all girls, boys, toddlers, and kids between the age of 3 - 10. All BuddyPhones are made with soft and comfortable hypoallergenic padding. The 3 ft. cable is flat to prevent tangles and the foldable design makes travelling with and storing the headphones as easy as can be. ALWAYS-ON VOLUME LIMITER: Volume is limited to a child safe level of 85 dB. This volume level is recommended by the World Health Organization as the max volume for safe hearing for children. AWARD-WINNING DESIGN FOR CHILDREN: BuddyPhones are tailor made for children, featuring a super durable and bendable headband that is adjustable for a perfect fit. Their unique, kid-friendly design has won BuddyPhones Explore Foldable numerous awards including the 2017 Parent's Choice Award! EASY SHARING: The BuddyCable includes a patented, built-in audio splitter for sharing with friends. Up to 4 BuddyPhones can be shared in the same device. ADDITIONAL FEATURES AND COMPATIBILITY: The included 3.5mm gold plated audio jack works with Apple iPads and iPhones, Amazon Fire, Kindle, Samsung, and all Smartphones. They are perfect for use in home, car or school. also feature an in-line microphone with answering button. Travel bag included.",Shift,,,false,,,,,shopify,29,continue,85.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BuddyphonesExploreKidsSafeHeadphoneswithMic-Green_1080x1080_pad_ffffff.jpg.jpg?v=1646291177
buddyphones-connect-on-ear-wired-headphones,"Buddyphones Connect On-Ear Kids Safe Wired Headphones","BEST KIDS HEADPHONES FOR SAFE AUDIO: BuddyPhones were designed for safety, comfort, and fun. Comes with 6 sets of decorative vinyl stickers for personalization. Appropriate for all girls, boys, toddlers, and kids between the age of 3 - 10. All BuddyPhones are made with soft and comfortable hypoallergenic padding. The 3 ft. cable is flat to prevent tangles and the foldable design makes travelling with and storing the headphones as easy as can be. ALWAYS-ON VOLUME LIMITER: Volume is limited to a child safe level of 85 dB. This volume level is recommended by the World Health Organization as the max volume for safe hearing for children. AWARD-WINNING DESIGN FOR CHILDREN: BuddyPhones are tailor made for children, featuring a super durable and bendable headband that is adjustable for a perfect fit. Their unique, kid-friendly design has won BuddyPhones Explore Foldable numerous awards including the 2017 Parent's Choice Award! EASY SHARING: The BuddyCable includes a patented, built-in audio splitter for sharing with friends. Up to 4 BuddyPhones can be shared in the same device. ADDITIONAL FEATURES AND COMPATIBILITY: The included 3.5mm gold plated audio jack works with Apple iPads and iPhones, Amazon Fire, Kindle, Samsung, and all Smartphones. They are perfect for use in home, car or school. also feature an in-line microphone with answering button. Travel bag included.",Shift,,,false,,,,,shopify,13,continue,78.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BUDDYPHONE-headphones-1_292a3d1e-de10-44bb-97ca-f96f074a839d_1080x1080_pad_ffffff.jpg.jpg?v=1645796510
belkin-hdmi-standard-audio-video-cable-4k-ultra-hd-compatible,"Belkin HDMI Standard Audio Video Cable 4K Ultra HD Compatible","From computer screen to big screen — stream all of your favorite audio/video content quickly and easily. The Belkin Standard HDMI® Cable surpasses industry standards to deliver exceptional picture and sound. 4K COMPATIBLE The HDMI® Standard Audio Video Cable supports Full HD (1080p) as well as Ultra HD (4K) displays. Please note: To take advantage of 4K resolution, your connected device must have a Mini Display Port 1.2 or be Thunderbolt™ 2 technology ready. Perfect for connecting: CD/DVD Player Gaming Console Blu-ray® Player HDTV",Shift,,,false,,,,,shopify,362,continue,59.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BELKIN_HDMI_Standard_Audio_Video_Cable_4K_Ultra_HD_Compatible_bf761b99-b562-4c66-b916-448e720d82dc_1080x1080_pad_ffffff.jpg.jpg?v=1645796511
asobu-flavor-it-glass-water-bottle-with-fruit-infuser-yellow-600-ml,"Asobu Flavor It Glass Water Bottle With Fruit Infuser Yellow 600 ml","ENJOY THE FABULOUS FLAVORS OF INFUSED WATER Now you can use our water bottle infuser to discover unlimited flavor sensations from lemon to mint. FREE YOURSELF FROM TOXINS This glass water bottle and the removable infuser are 100 percent BPA free drink with confidence. THE SKY IS THE LIMIT Take your sports water bottle and the removable fruit infuser anywhere you go and quench your thirst with superior flavor. TASTE THE DIFFERENCE Once you try one of your unique infusions you will never go back to store bought flavors. GULP ON THE GO With or without the infuser this bottle is the perfect companion for your daily routine.",Shift,,,false,,,,,shopify,8,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/asobu-flavor-it-yellow_71765e56-6ed9-496d-93f3-94ce6729d5bf_1080x1080_pad_ffffff.jpg.jpg?v=1645796516
asobu-flavor-it-glass-water-bottle-with-fruit-infuser-green-600-ml,"Asobu Flavor It Glass Water Bottle With Fruit Infuser Green 600 ml","ENJOY THE FABULOUS FLAVORS OF INFUSED WATER Now you can use our water bottle infuser to discover unlimited flavor sensations from lemon to mint. FREE YOURSELF FROM TOXINS This glass water bottle and the removable infuser are 100 percent BPA free drink with confidence. THE SKY IS THE LIMIT Take your sports water bottle and the removable fruit infuser anywhere you go and quench your thirst with superior flavor. TASTE THE DIFFERENCE Once you try one of your unique infusions you will never go back to store bought flavors. GULP ON THE GO With or without the infuser this bottle is the perfect companion for your daily routine.",Shift,,,false,,,,,shopify,108,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/asobu-flavor-it-green-1_a4de0d13-3da7-4322-a64e-e1b8f548d9b8_1080x1080_pad_ffffff.jpg.jpg?v=1645796520
asobu-flavor-it-glass-water-bottle-with-fruit-infuser-blue-600-ml,"Asobu Flavor It Glass Water Bottle With Fruit Infuser Blue 600 ml","ENJOY THE FABULOUS FLAVORS OF INFUSED WATER Now you can use our water bottle infuser to discover unlimited flavor sensations from lemon to mint. FREE YOURSELF FROM TOXINS This glass water bottle and the removable infuser are 100 percent BPA free drink with confidence. THE SKY IS THE LIMIT Take your sports water bottle and the removable fruit infuser anywhere you go and quench your thirst with superior flavor. TASTE THE DIFFERENCE Once you try one of your unique infusions you will never go back to store bought flavors. GULP ON THE GOWith or without the infuser this bottle is the perfect companion for your daily routine",Shift,,,false,,,,,shopify,29,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/asobu-flavor-it-blue-2_6b2f86cf-3aa3-41fa-a619-f72e07c4d63b_1080x1080_pad_ffffff.jpg.jpg?v=1649922315
olloclip-4-in-1-lens-with-pendant-silver-lens-black-clip-for-iphone-6-6plus,"OLLOCLIP 4-IN-1 Lens With Pendant Silver Lens/Black Clip - For iPhone 6/6Plus","Fisheye and Wide-Angle Lens Two Macro Lenses (10x and 15x) Plastic Attachment Ensures Secure Fit Compatible with Front or Rear Camera",Shift,,,false,,,,,shopify,10,continue,25.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/OCEU-IPH6-FW2M-SB_a4aa7401-8c57-41f9-8a29-e31e9fb1a5d7_1080x1080_pad_ffffff.jpg.jpg?v=1645796529
wacaco-nanovessel,"WACACO Nanovessel","Nanovessel is a 3 in 1 vacuum insulated flask Tumbler Tea Infuser and Water Tank Food grade and made of stainless steel 304 it keeps your beverage hot or cold long enough to preserve all flavors and freshness Equipped with a filter mesh you can brew your tea directly in it The twist off lid and filter element are easy to remove and clean Nanovessel is sized to fit most automobile cup holders Most importantly Nanovessel is 100 percent compatible with Nanopresso Do not waste time to pour hot water from vacuum flask into Nanopresso water tank The Nanovessel can be mounted directly onto the Nanopresso and used as a large insulated water tank Nanovessel is the perfect add on to your Nanopresso",Shift,,,false,,,,,shopify,10,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/WACACONanovessel1_d3127abf-5be9-4ca9-a587-593e1dca879a_1080x1080_pad_ffffff.png.jpg?v=1645796532
wacaco-nanopresso-ns-adapter,"WACACO Nanopresso NS Adapter","The NS Adapter allows the Nanopresso to use NS CAPSULES to prepare espresso The advantage of using capsules is that the coffee is mechanically ground measured and tamped with a higher precision than we are capable of doing by hand There is very little left for error so your espresso is consistent every single time Pods are convenient mess free and easier to clean after use",Shift,,,false,,,,,shopify,137,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/WACACONanopressoNSAdapter_ce75a9c7-27f9-40d6-9dd9-6ecc461c2510_1080x1080_pad_ffffff.jpg.jpg?v=1645796535
jam-live-loose-wireless-earphones,"JAM Live Loose Wireless Earphones Black","BLUETOOTH COMPATIBLE: Be free from wires that keep you connected to your smart device. The Live Loose is Bluetooth compatible and allows you to roam within 10 metres of your connected device SWEAT AND RAIN RESISTANT: These specially designed, IPX4 rated earbuds allow you to combat the elements. Working out? Caught in a monsoon? Not a problem. These earbuds are ready for a challenge CORD MANAGEMENT: This convenient piece allows you to adjust the length of your earbuds' cord for an optimal fit HANDS-FREE CALLING: You can answer the phone without disconnecting your earphones. Live Loose knows when a call is coming in and will pause the music before ringing. When you hang up, the music starts where the track left off. If you're making a call, just start dialling from your phone and Live Loose does its hands-free thing",Shift,,,false,,,,,shopify,7,continue,90.00,55.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/JAM_Live_Loose_Wireless_Earphones_9adc5291-8920-4386-99f7-4d6015f9ba25_1080x1080_pad_ffffff.jpg.jpg?v=1646433753
happy-plugs-deluxe-in-ear-headphones-saint-laurent-black-marble,"Happy Plugs Deluxe In-Ear Saint Laurent Black Marble Earbuds","Add the best look, the best sound and the best price and you get the recipe that makes Happy Plugs Deluxe Edition, the world’s most unique headphones. Features: Gold plated connector right-angled 3.5 mm gold plated connector for a high-quality connection stereo sound. Compatible with all phones and tablets. Microphone and remote Talk and control your music and calls. In the box Earbuds with Remote and Mic and a user manual.",Shift,,,false,,,,,shopify,12,continue,75.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Happy_Plugs_Deluxe_In-Ear_Headphones_Saint_Laurent_-_Black_Marble_1_2e9cdf07-1a7e-4754-9ccf-4dfeeb5d143d_1080x1080_pad_ffffff.png.jpg?v=1645796560
casetify-snap-case-golden-heels-for-iphone-xs-x,"CASETIFY Snap Case Golden Heels for iPhone XS, iPhone X Phone Case","1.5mm slim and designed for a minimalist look and feel Smooth, hard exterior prevents light scratches, drops and dust Utilizes fewer raw materials and produces less waste The iPhone Snap Case Golden Heels is only 1.5mm slim and designed for a minimalist look and feel, while the extra lip protects your screen. The smooth, hard exterior shields your device from light scratches, drops and dust.",Shift,,,false,,,,,shopify,91,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphone12_1080x1080_pad_ffffff.png.jpg?v=1650707768
casetify-snap-case-flamingo-for-iphone-xs-x,"CASETIFY Snap Case Flamingo for iPhone XS, iPhone X Phone Case","1.5mm slim and designed for a minimalist look and feel Smooth, hard exterior prevents light scratches, drops and dust Utilizes fewer raw materials and produces less waste The iPhone Snap Case Flamingo is only 1.5mm slim and designed for a minimalist look and feel, while the extra lip protects your screen. The smooth, hard exterior shields your device from light scratches, drops and dust.",Shift,,,false,,,,,shopify,55,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Iphone7_1080x1080_pad_ffffff.png.jpg?v=1650706802
casetify-snap-case-everyday-is-a-gift-for-iphone-xs-x,"CASETIFY Snap Case Everyday is a Gift for iPhone XS/X","1.5mm slim and designed for a minimalist look and feel Smooth, hard exterior prevents light scratches, drops and dust Utilizes fewer raw materials and produces less waste The iPhone Snap Case is only 1.5mm slim and designed for a minimalist look and feel, while the extra lip protects your screen. The smooth, hard exterior shields your device from light scratches, drops and dust.",Shift,,,false,,,,,shopify,5,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphone5_1080x1080_pad_ffffff.png.jpg?v=1650706404
casetify-glitter-case-gold-white-hamsa-hand-for-iphone-xs-x,"CASETIFY Glitter Case Gold White Hamsa Hand for iPhone XS, iPhone X Phone Case","Transparent hard shell liquid glitter waterfall phone case features floating liquid glitter pieces for a dreamy, snowglobe-like effect. Precisely crafted to provide a luxurious look and feel. Certified for Quality + Safety, using non-toxic mineral oil and materials. Built to support the Qi, the new standard of wireless charging. Built to support the Qi, the new standard of wireless charging. Smooth, shiny and high gloss finish.",Shift,,,false,,,,,shopify,10,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/IphoneCase3_1080x1080_pad_ffffff.png.jpg?v=1650704004
casetify-glitter-case-unicorn-sweet-emojis-for-iphone-xs-x,"CASETIFY Glitter Case - Unicorn Sweet Emojis for iPhone XS, iPhone X Phone Case","Precisely crafted to provide a luxurious look and feel. Certified for Quality + Safety, using non-toxic mineral oil and materials. Built to support the Qi, the new standard of wireless charging. Smooth, shiny and high gloss finish. Transparent hard shell liquid glitter waterfall case CASETIFY Unicorn Sweet Emojis Case features floating liquid glitter pieces for a dreamy, snowglobe-like effect. Precisely crafted with soft polycarbonate (TPU) and hard polycarbonate (PC) to provide a luxurious look and feel.",Shift,,,false,,,,,shopify,33,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphonex_1080x1080_pad_ffffff.png.jpg?v=1650703658
casetify-glitter-case-rose-gold-emoji-love-for-iphone-xs-x,"CASETIFY Glitter Case - Rose Gold Emoji Love for iPhone XS/X","Precisely crafted to provide a luxurious look and feel. Certified for Quality + Safety, using non-toxic mineral oil and materials. Built to support the Qi, the new standard of wireless charging. Smooth, shiny and high gloss finish. Transparent hard shell liquid glitter waterfall case CASETIFY Emoji Love features floating liquid glitter pieces for a dreamy, snow globe-like effect. Precisely crafted with soft polycarbonate (TPU) and hard polycarbonate (PC) to provide a luxurious look and feel.",Shift,,,false,,,,,shopify,93,continue,149.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Smiley_1080x1080_pad_ffffff.png.jpg?v=1650703476
belkin-usb-c-o-to-vga-adapter-usb-type-c-o,"BELKIN USB-C to VGA Adapter (USB Type-C)","Converts audio and video to any device display enabled with HDMI?? technology Easy plug and play allows seamless display of your laptop and tablet content to your HDTV Molded-strain relief provides flexibility at the connection points Supports 4K content The Mini DisplayPort to HDTV Adapter lets you stream high-quality A/V content rom your laptop or tablet to your HDTV. Use it in conjunction with an HDMI cable (sold separately) to watch movies, share photos, or expand your workstation with a mirrored desktop.",Shift,,,false,,,,,shopify,73,continue,82.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BKN-F2CD079BT1_913ec79f-02be-452d-944b-ceab42f5b4be_1080x1080_pad_ffffff.jpg.jpg?v=1645796566
belkin-mixit-metallic-home-charger,"Belkin MIXIT Metallic Home Charger","Convenient charger plugs into ac outlets Charges your smartphone, tablet, or other mobile device up to 40 percent faster than ordinary 5-watt chargers Sleek design with metallic finish Compatible with any USB charging cable (sold separately) Smart circuitry protects your device from power spikes",Shift,,,false,,,,,shopify,5,continue,49.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Belkin_MIXIT_Metallic_Home_Charger_c8bb44ea-4c64-4156-8a59-0c4fe95c7ab0_1080x1080_pad_ffffff.jpg.jpg?v=1645796569
asobu-peakaboo-kids-bottle,"Asobu Peakaboo Kids Bottle Pink","Peek A Boo has a 702 200 ml capacity its double wall stainless steel keeps beverage cold for up to 24 hours and hot for 12 hours",Shift,,,false,,,,,shopify,24,continue,99.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ASB-V605-PINK_1_800x_e6d7cbcb-c36a-4cba-85b1-df5e723c9999_1080x1080_pad_ffffff.jpg.jpg?v=1645796572
scosche-flatout-led-6-feet-charge-sync-cable-for-lightning-devices,"SCOSCHE FlatOut LED 6 feet Charge & Sync Cable for Lightning Devices","APPLE MFI CERTIFIED: Our Lightning connector is Apple MFI Certified to guarantee compatibility with any Apple Lightning Device. TANGLE FREE: Flat cable design for tangle free use. USB SPEED: Designed for fast transfer rates and high-efficiency charging and syncing. SLIM BARREL TIP: Fits most device cases so you can charge & sync without removing the case. LED COLOR INDICATOR: Pulses red while charging and turns blue when fully charged. COMPATIBILITY: Works with all models of the iPhone 6, iPhone 7, iPhone 8, iPhone X, iPad Air, iPad Mini and any other Apple Lightning device. BUY WITH CONFIDENCE: Backed by Scosche’s Lifetime Tech Support and 3 Year Warranty",Shift,,,false,,,,,shopify,14,continue,149.00,55.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SC-I3FLED6-black_302a0ff7-e8aa-40f4-91c5-a46584977ab7_1080x1080_pad_ffffff.jpg.jpg?v=1645796578
belkin-mixit-duratek-micro-usb-to-usb-cable,"Belkin MIXIT DuraTek Micro-USB to USB Cable","The Belkin Difference: Pioneer in technology and innovation for over 35 years Aramid fiber-reinforced cable in double braided nylon provides added durability Supports 2.4A fast charging Flexible insulation reduces friction.",Shift,,,false,,,,,shopify,10,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Belkin_MIXIT_DuraTek_Micro-USB_to_USB_Cable_fc494380-b367-4a08-9cc1-ec50a466a5e6_1080x1080_pad_ffffff.jpg.jpg?v=1646431970
belkin-mini-displayport-to-hdtv-cable,"Belkin Mini DisplayPort to HDTV Cable","Stream favorite movies or shows and watch them on your big screen Converts audio/video signal from your Macbook to audio/video signal on HDTV Supports color depth of 12 bits per channel Easy plug-and-play connectivity with no installation required Single cable enables easy coiling and on-the-go storage",Shift,,,false,,,,,shopify,28,continue,75.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Belkin_Mini_DisplayPort_to_HDTV_Cable_f52506d7-1aeb-42bc-a180-9bfcde604d67_1080x1080_pad_ffffff.jpg.jpg?v=1645796586
wacaco-nanopresso-case,"WACACO Nanopresso Case","Nanopresso M Case is made of durable EVA material and soft fabric interior lining It is specially designed to fit around the Nanopresso with the addition of the adapter ring from the NS Adapter or the Barista Kit The case helps protect from any bumps scratches and dust",Shift,,,false,,,,,shopify,31,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/WACACONanopressoCase3_37a8c568-ecf1-4a74-890f-a1bded54a18b_1080x1080_pad_ffffff.jpg.jpg?v=1650351502
